
47658,Peintenweg,Peintenweg
47659,Sängerheimstraße,Sängerheimstraße
47660,Moserrautweg,Moserrautweg
47661,Granitkofelweg,Granitkofelweg
47662,Zauchener Weg,Zauchener Weg
47663,Strimitzerstraße,Strimitzerstraße
47665,Florianiweg,Florianiweg
47667,Unterfeldweg,Unterfeldweg
47668,M.-Unterlercher-Str.,Michael-Unterlercher-Straße
47669,Oberangerweg,Oberangerweg
47673,Eichholzgrabenweg,Eichholzgrabenweg
47674,Gritschacher Straße,Gritschacher Straße
47675,Ritterspornweg,Ritterspornweg
47676,Moosgartenweg,Moosgartenweg
47677,Vassacher Straße,Vassacher Straße
47678,Spitzeckweg,Spitzeckweg
47679,Akeleiweg,Akeleiweg
47680,Zyklamengasse,Zyklamengasse
47681,Bad-Wörishofen-Straße,Bad-Wörishofen-Straße
47682,Meister-Thomas-Straße,Meister-Thomas-Straße
47683,Hermann-Findenegg-Weg,Hermann-Findenegg-Weg
47693,A-Clementschitsch-Str.,Arnold-Clementschitsch-Straße
47694,Anton-Tuder-Straße,Anton-Tuder-Straße
47696,Alois-Krall-Weg,Alois-Krall-Weg
47697,Anton-Anderluh-Weg,Anton-Anderluh-Weg
47698,Angerweg,Angerweg
47699,Almweg,Almweg
47700,Auf der Tratten,Auf der Tratten
47702,Treibacher Straße,Treibacher Straße
47703,Bärengrabenstraße,Bärengrabenstraße
47704,Bleiberger Straße,Bleiberger Straße
47705,Brunnenplatz,Brunnenplatz
47706,Badstraße,Badstraße
47707,Badstubenweg,Badstubenweg
47709,Dueler Weg,Dueler Weg
47711,Dobrovastraße,Dobrovastraße
47712,Christine-Lavant-Str.,Christine-Lavant-Straße
47716,Dr.E.-Schrödinger-Str.,Dr.Erwin-Schrödinger-Straße
47717,Essachweg,Essachweg
47720,Elfenweg,Elfenweg
47721,Eisenhammerweg,Eisenhammerweg
47723,Feuerwehrweg,Feuerwehrweg
47725,Franz-Krainer-Straße,Franz-Krainer-Straße
47726,Franz-Gründl-Straße,Franz-Gründl-Straße
47727,Farbmühlenweg,Farbmühlenweg
47728,Franz-Egger-Straße,Franz-Egger-Straße
47733,Grünweg,Grünweg
47734,Grünschacher Weg,Grünschacher Weg
47735,Grubenweg,Grubenweg
47736,G.-Timmerer-Str.,Gottfried-Timmerer-Straße
47738,Hochpirkachweg,Hochpirkachweg
47739,Hans-Leb-Weg,Hans-Leb-Weg
47741,Hans-Schneider-Straße,Hans-Schneider-Straße
47742,Hans-Piesch-Straße,Hans-Piesch-Straße
47743,Hafnerstraße,Hafnerstraße
47744,Adlerstraße,Adlerstraße
47746,Primelweg,Primelweg
47750,Goethestraße,Goethestraße
47753,Mittagskogelweg,Mittagskogelweg
47754,Kanzelweg,Kanzelweg
47758,Ossiacher Straße,Ossiacher Straße
47761,Franz-von-Assisi-Str.,Franz-von-Assisi-Straße
47762,Schillerstraße,Schillerstraße
47763,Schulstraße,Schulstraße
47765,Landskron. Siedlerstr.,Landskroner Siedlerstraße
47767,Waldheimstraße,Waldheimstraße
47768,Zehenthofstraße,Zehenthofstraße
47769,Mozartweg,Mozartweg
47770,Waldweg,Waldweg
47771,Franz-Jonas-Straße,Franz-Jonas-Straße
47773,Josef-Rauter-Straße,Josef-Rauter-Straße
47774,Gustav-Renker-Straße,Gustav-Renker-Straße
47775,Ingeborg-Bachmann-Str.,Ingeborg-Bachmann-Straße
47778,Johann-Lamprecht-Str.,Johann-Lamprecht-Straße
47779,Johannesweg,Johannesweg
47780,Kumitzweg,Kumitzweg
47781,Kölblweg,Kölblweg
47782,Kumweg,Kumweg
47783,Kleinsattelstraße,Kleinsattelstraße
47786,Kapellenweg,Kapellenweg
47787,Kreuztrattenstraße,Kreuztrattenstraße
47788,Karnerstraße,Karnerstraße
47789,Knappensteig,Knappensteig
47790,Köfeleweg,Köfeleweg
47791,Kadutschengrabenweg,Kadutschengrabenweg
47792,Kampeleweg,Kampeleweg
47793,Kugelweg,Kugelweg
47794,Kornweg,Kornweg
47795,Herbert-Strutz-Straße,Herbert-Strutz-Straße
47797,Leitenweg,Leitenweg
47848,L.-H.-Jungnickel-Str.,Ludwig-Heinrich-Jungnickel-Straße
47851,Lacknerbichlweg,Lacknerbichlweg
47852,Linsengasse,Linsengasse
47855,Viktor-Kaplan-Straße,Viktor-Kaplan-Straße
47856,Mohnblumenweg,Mohnblumenweg
47858,Villacher Alpenstraße,Villacher Alpenstraße
47862,Kalvarienbergweg,Kalvarienbergweg
47863,Moosschmiedenweg,Moosschmiedenweg
47864,Mahrhöflweg,Mahrhöflweg
47865,Mühlenweg,Mühlenweg
47868,Margarethaweg,Margarethaweg
47873,Oberwollaniger Straße,Oberwollaniger Straße
47878,Obere Fellacher Straße,Obere Fellacher Straße
47879,Pionierweg,Pionierweg
47884,Suitbert-Lobisser-Weg,Suitbert-Lobisser-Weg
47887,Rautweg,Rautweg
47889,Robert-Musil-Straße,Robert-Musil-Straße
47901,Sankt Georgener Straße,Sankt Georgener Straße
47902,Schießbichlweg,Schießbichlweg
47903,Rauchgatterweg,Rauchgatterweg
47904,Sepp-Weißenbacher-Weg,Sepp-Weißenbacher-Weg
47905,Sonnleiten,Sonnleiten
47906,Schöntorestraße,Schöntorestraße
47907,Reidenweg,Reidenweg
47908,Schleiergasse,Schleiergasse
47909,Schattenstraße,Schattenstraße
47910,Rankengasse,Rankengasse
47911,Sandwirtweg,Sandwirtweg
47912,Stadlerweg,Stadlerweg
47915,Riedweg,Riedweg
47920,Unterwollaniger Straße,Unterwollaniger Straße
47923,Turdanitscher Weg,Turdanitscher Weg
